Department,CourseNumber,ParsedPrerequisites
SA,318,"(SA101),(SA150),(SA201W)"
SA,321,"(SA101),(SA150),(SA201W)"
SA,322,"(SA101),(SA150),(SA201W)"
SA,325,"(SA101),(SA150),(SA201W)"
SA,326,"(SA101),(SA150),(SA201W)"
SA,327,"(SA101),(SA150),(SA201W)"
SA,335,"(SA101),(SA150),(SA201W)"
SA,337,"(SA101),(SA150),(SA201W)"
SA,340,"(SA101),(SA150),(SA201W)"
SA,345,"(SA101),(SA150),(SA201W)"
SA,350,"(SA250)"
SA,351,"(SA150)"
SA,352,"(SA101),(SA150)"
SA,353,"(SA150)"
SA,355,"(SA255,SA257)"
SA,359,"(SA101),(SA150),(SA201W)"
SA,360,"(SA101),(SA150),(SA201W)"
SA,362,"(SA101),(SA150),(SA201W)"
SA,364,"(SA101),(SA150),(SA201W)"
SA,365,"(SA101),(SA150),(SA201W)"
SA,366,"(SA101),(SA150),(SA201W)"
SA,368,"(SA101),(SA201W),(SA150)"
SA,375,"(SA101),(SA150),(SA201W)"
SA,418,"(SA101),(SA150),(SA201W)"
SA,442,"(SA101),(SA150)"
SA,443,"(SA101),(SA150)"
SA,450,"(SA350)"
SA,474,"(SA101),(SA201W)"
SA,496,"(SA101),(SA150),(SA201W)"
SA,497,"(SA101),(SA150),(SA201W)"
SA,499,"(SA495)"
SD,381,"(PLAN100,PLAN200,REM100,SD281)"
SD,401,"(SD281)"
SD,481,"(PLAN100,PLAN200,REM100,SD281)"
SEE,111,"(SEE110)"
SEE,221,"(MSE103,PHYS140,MATH152)"
SEE,222,"(PHYS140,CHEM121),(PHYS140,CHEM122,CHEM126)"
SEE,224,"(MATH251)"
SEE,225,"(PHYS140,MATH251,MATH260),(PHYS140,MATH251,MATH310)"
SEE,230,"(PHYS141,MATH232)"
SEE,231,"(SEE230)"
SEE,241,"(PHYS141,MATH232)"
SEE,242,"(MATH152,MATH232)"
SEE,251,"(SEE230,SEE221,MATH260),(SEE230,SEE221,MATH310)"
SEE,310,"(SEE111,SEE224,SEE242,SEE251)"
SEE,324,"(PHYS141,SEE224,SEE225)"
SEE,325,"(SEE100,SEE221,SEE324)"
SEE,331,"(SEE231,SEE251)"
SEE,332,"(SEE251,SEE331)"
SEE,333,"(SEE341)"
SEE,341,"(SEE242,SEE230)"
SEE,342,"(SEE341)"
SEE,351,"(MATH260,MATH310,SEE224)"
SEE,352,"(SEE222,SEE224)"
SEE,354,"(SEE222,SEE331,SEE324)"
SEE,390,"(SEE290),(SEE294)"
SEE,394,"(SEE290),(SEE294)"
SEE,402,"(SEE110)"
SEE,411,"(SEE410W)"
SEE,460,"(SEE100,SEE221,SEE222)"
SEE,463,"(CMPT130,SEE231)"
SEE,464,"(SEE310,SEE324)"
SEE,486,""
SEE,490,"(SEE390),(SEE394)"
SEE,494,"(SEE390),(SEE394)"
SEE,498,""
SEE,499,"(SEE498)"
SPAN,110,"(SPAN100),(SPAN102)"
SPAN,200,"(SPAN110),(SPAN103)"
SPAN,210,"(SPAN200),(SPAN201)"
SPAN,301,"(SPAN202)"
STAT,180,"(STAT270)"
STAT,203,"(SA255),(CRIM220),(POL200W)"
STAT,240,"(STAT201,STAT203,STAT205,STAT270,BUS232,ECON233,CMPT102,CMPT120,CMPT125,CMPT128,CMPT129,CMPT130)"
STAT,260,"(STAT201,STAT203,STAT205,STAT270,BUS232,ECON233,POL201)"
STAT,261,"(STAT201,STAT203,STAT205,STAT270,BUS232,ECON233,POL201)"
STAT,270,"(MATH152,MATH155,MATH158)"
STAT,271,"(CMPT210)"
STAT,285,"(STAT270,MATH152,MATH155,MATH158)"
STAT,302,"(STAT201,STAT203,STAT205,STAT270,BUS232,ECON233)"
STAT,305,"(STAT201,STAT203,STAT205,STAT270,BUS232,ECON233)"
STAT,310,"(STAT201,STAT203,STAT205,STAT270,BUS232,ECON233,POL201)"
STAT,330,"(STAT285,MATH251,MATH232,MATH240)"
STAT,337,"(STAT336)"
STAT,342,"(STAT285,STAT302,STAT305,ECON333)"
STAT,350,"(STAT260,STAT285,MATH251,MATH232,MATH240)"
STAT,360,"(STAT260,STAT341,STAT302,STAT305,STAT350,ECON333,CMPT125,CMPT129)"
STAT,361,"(STAT260,STAT341,STAT302,STAT305,STAT350,ECON333,CMPT125,CMPT129)"
STAT,380,"(STAT330),(STAT285,MATH208W,MATH251)"
STAT,403,"(STAT260,STAT302,STAT305,STAT350,ECON333)"
STAT,410,"(STAT350)"
STAT,430,"(STAT350)"
STAT,436,"(STAT337)"
STAT,437,"(STAT436)"
STAT,438,"(STAT437)"
STAT,440,"(STAT350,STAT341,STAT260,CMPT225)"
STAT,445,"(STAT260,STAT285,STAT302,STAT305,ECON333)"
STAT,450,"(STAT330)"
STAT,452,"(STAT260,STAT302,STAT305,STAT350,ECON333)"
STAT,460,"(STAT330,STAT350)"
STAT,475,"(STAT260,STAT302,STAT305,STAT350,ECON333)"
STAT,485,"(STAT260,STAT285,STAT302,STAT305,ECON333)"
WL,403,""
